"RuleName","Severity","ScriptName","Line","Message"
"PSAvoidUsingWriteHost","Warning","check_here_strings.ps1","31","File 'check_here_strings.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","check_here_strings.ps1","34","File 'check_here_strings.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","check_here_strings_function.ps1","11","File 'check_here_strings_function.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","check_here_strings_function.ps1","14","File 'check_here_strings_function.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","check_here_strings_function.ps1","19","File 'check_here_strings_function.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","27","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","83","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","84","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","86","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","108","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","110","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationFix.ps1","112","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","10","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","11","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","12","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","14","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","15","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","16","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","17","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","19","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","20","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","21","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","23","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","24","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","49","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","66","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","71","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","73","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","74","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","77","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","80","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","82","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","89","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","90","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","91","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","94","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","98","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","100","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","103","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","106","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","109","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","115","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","117","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","120","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","121","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","123","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","124","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","125","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","126","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","127","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","128","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","130","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationFix.ps1","131","File 'Demo-AuthenticationFix.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSUseBOMForUnicodeEncodedFile","Warning","Demo-AuthenticationFix.ps1",,"Missing BOM encoding for non-ASCII encoded file 'Demo-AuthenticationFix.ps1'"
"PSReviewUnusedParameter","Warning","Demo-AuthenticationFix.ps1","32","The parameter 'Quiet' has been declared but not used."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationRefactoring.ps1","19","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationRefactoring.ps1","40","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidGlobalVars","Warning","Demo-AuthenticationRefactoring.ps1","41","Found global variable 'global:ScriptExecutionContext'."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","11","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","12","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","24","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","34","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","38","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","42","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","43","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","44","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","46","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","50","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Demo-AuthenticationRefactoring.ps1","53","File 'Demo-AuthenticationRefactoring.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
